"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"GLW00016504","1954-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","0",",X","0",",X","3","","","","0.0",",X,29,","0",",,X,31,+","0",",T,X,31,+","6.4",",,X,20,","17.2",",X,25,+","554.1","X","289.7",",X","11.1",",,,X","0",",T,,X","8.99",",X","14.10",",,,X","3.87",",,,X","","","",""
"GLW00016504","1954-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","17",",X","3",",X","0",",X","0",",X","3","","","","-10.0",",X,26,","0",",T,X,17,+","8",",,X,17,+","6.6",",,X,01,","15.0",",X,08,","1028.0","X","473.9",",X","11.8",",,,X","16",",,,X","2.54",",X","6.54",",,,X","-1.46",",,,X","","","",""
"GLW00016504","1954-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","7",",X","2",",X","0",",X","19",",X","2",",X","4",",X","28",",X","15",",X","0",",X","0",",X","8","","","","-22.2",",X,28,+","51",",,X,30,+","41",",,X,18,","4.3",",,X,18,","10.6",",X,08,","1736.2","X","708.2",",X","11.9",",,,X","117",",,,X","-4.51",",X","-0.87",",,,X","-8.15",",,,X","","","",""
"GLW00016504","1954-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","6",",X","1",",X","0",",X","30",",X","1",",X","13",",X","30",",X","24",",X","0",",X","0",",X","4","","","","-27.2",",X,22,","152",",,X,02,","64",",,X,01,","6.4",",,X,01,","7.2",",X,05,","2624.4","X","888.2",",X","11.1",",,,X","111",",,,X","-11.28",",X","-7.86",",,,X","-14.69",",,,X","","","",""
"GLW00016504","1954-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","7",",X","0",",X","0",",X","31",",X","0",",X","24",",X","31",",X","29",",X","0",",X","0",",X","4","","","","-36.1",",X,19,","102",",,X,31,+","20",",,X,08,","2.0",",,X,08,","1.1",",X,25,+","3827.6","X","1203.2",",X","7.0",",,,X","70",",,,X","-20.48",",X","-16.05",",,,X","-24.90",",,,X","","","",""
"GLW00016504","1955-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","2",",X","0",",X","0",",X","31",",X","0",",X","28",",X","31",",X","29",",X","0",",X","0",",X","1","","","","-40.0",",X,26,","102",",,X,04,+","15",",,X,18,","1.5",",,X,18,","7.8",",X,04,","5133.9","X","1306.3",",X","1.8",",,,X","18",",,,X","-23.80",",X","-20.50",",,,X","-27.11",",,,X","","","",""
"GLW00016504","1955-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","3",",X","0",",X","0",",X","28",",X","0",",X","12",",X","27",",X","19",",X","0",",X","0",",X","1","","","","-35.0",",X,04,+","76",",,X,28,+","5",",,X,23,","0.5",",,X,23,","10.0",",X,13,","6005.6","X","871.7",",X","1.1",",,,X","11",",,,X","-12.80",",X","-7.76",",,,X","-17.84",",,,X","","","",""
"GLW00016504","1955-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","8",",X","1",",X","0",",X","31",",X","1",",X","11",",X","31",",X","22",",X","0",",X","0",",X","3","","","","-27.2",",X,03,","152",",,X,27,+","117",",,X,22,","11.7",",,X,22,","11.1",",X,31,","6881.0","X","875.4",",X","19.3",",,,X","193",",,,X","-9.91",",X","-4.97",",,,X","-14.84",",,,X","","","",""
"GLW00016504","1955-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","1",",X","0",",X","0",",X","30",",X","0",",X","12",",X","30",",X","28",",X","0",",X","0",",X","1","","","","-24.4",",X,13,","25",",,X,30,+","3",",,X,02,","0.3",",,X,02,","7.2",",X,01,","7786.7","X","905.7",",X","0.3",",,,X","3",",,,X","-11.86",",X","-7.85",",,,X","-15.87",",,,X","","","",""
"GLW00016504","1955-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","0",",X","8",",X","3",",X","0",",X","0",",X","","","","","-11.7",",X,01,","25",",,X,03,+","0",",T,X,31,+","0.0",",T,X,31,+","18.3",",X,27,","8216.8","X","430.1",",X","0.0",",T,,X","0",",T,,X","4.46",",X","8.69",",,,X","0.23",",,,X","","","",""
"GLW00016504","1955-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","6",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","2.2",",X,30,+","0",",,X,30,+","0",",T,X,13,","8.4",",,X,07,","20.6",",X,21,+","8471.7","X","254.9",",X","23.9",",,,X","0",",T,,X","9.84",",X","14.32",",,,X","5.35",",,,X","","","",""
"GLW00016504","1955-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","13",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4","","","","2.8",",X,24,+","0",",,X,31,+","0",",,X,31,+","5.6",",,X,16,+","17.8",",X,27,","294.2","X","294.2",",X","34.3",",,,X","0",",,,X","8.84",",X","12.76",",,,X","4.93",",,,X","","","",""
"GLW00016504","1955-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","10",",X","5",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","0",",X","0",",X","3","","","","-2.2",",X,30,+","0",",,X,31,+","0",",,X,31,+","7.9",",,X,26,","20.0",",X,05,","628.7","X","334.5",",X","31.9",",,,X","0",",,,X","7.54",",X","12.07",",,,X","3.02",",,,X","","","",""
"GLW00016504","1955-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","9",",X","5",",X","0",",X","4",",X","3",",X","0",",X","20",",X","4",",X","0",",X","0",",X","4","","","","-10.6",",X,30,","25",",,X,30,+","58",",,X,24,","8.6",",,X,01,","13.3",",X,16,","1115.7","X","487.0",",X","26.7",",,,X","135",",,,X","2.10",",X","5.66",",,,X","-1.46",",,,X","","","",""
"GLW00016504","1955-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","6",",X","2",",X","0",",X","10",",X","1",",X","0",",X","25",",X","13",",X","0",",X","0",",X","3","","","","-12.2",",X,24,","76",",,X,24,+","46",",,X,22,","4.6",",,X,22,","10.6",",X,20,","1742.5","X","626.8",",X","13.7",",,,X","74",",,,X","-1.89",",X","1.51",",,,X","-5.28",",,,X","","","",""
"GLW00016504","1955-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","7",",X","2",",X","0",",X","30",",X","2",",X","10",",X","29",",X","22",",X","0",",X","0",",X","1","","","","-32.2",",X,30,","76",",,X,30,+","36",",,X,25,","3.6",",,X,25,","7.2",",X,19,","2607.5","X","865.0",",X","11.5",",,,X","115",",,,X","-10.50",",X","-6.74",",,,X","-14.26",",,,X","","","",""
"GLW00016504","1955-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","2",",X","1",",X","0",",X","31",",X","1",",X","21",",X","31",",X","29",",X","0",",X","0",",X","","","","","-27.8",",X,16,+","102",",,X,31,+","33",",,X,29,","3.3",",,X,29,","3.3",",X,19,","3678.6","X","1071.1",",X","4.8",",,,X","48",",,,X","-16.22",",X","-12.26",",,,X","-20.17",",,,X","68",",X","20.6",",X"
"GLW00016504","1956-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0","2,X","8",",X","1",",X","0",",X","31",",X","1",",X","27","1,X","30","1,X","30","1,X","0","1,X","0","1,X","1","","","","-37.2","1,X,27,","152",",,X,31,+","53",",,X,01,","5.3",",,X,01,","-0.6","1,X,12,","4868.1","X","1189.5","1,X","10.0",",,,X","100",",,,X","-22.59","2,X","-18.55","1,,,X","-26.62","1,,,X","270","1,X","20.0","1,X"
"GLW00016504","1956-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0","2,X","0",",X","0",",X","0",",X","29",",X","0",",X","18","1,X","28","1,X","22","1,X","0","1,X","0","1,X","","","","","-36.7","1,X,09,","152",",,X,10,+","0",",T,X,29,+","0.0",",T,X,29,+","7.8","1,X,19,","5782.2","X","914.1","1,X","0.0",",T,,X","0",",T,,X","-15.76","2,X","-11.07","1,,,X","-20.46","1,,,X","90",",X","20.6",",X"
"GLW00016504","1956-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","5",",X","0",",X","0",",X","31",",X","0",",X","16",",X","31",",X","30",",X","0",",X","0",",X","1","","","","-31.7",",X,13,","102",",,X,29,+","15",",,X,07,","1.5",",,X,07,","3.3",",X,18,","6802.9","X","1020.7",",X","4.1",",,,X","41",",,,X","-14.59",",X","-10.43",",,,X","-18.75",",,,X","68","2,X","15.9","2,X"
"GLW00016504","1956-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","2",",X","0",",X","0",",X","24",",X","0",",X","0",",X","29",",X","17",",X","0",",X","0",",X","","","","","-16.7",",X,03,","102",",,X,03,+","15",",,X,01,","1.5",",,X,01,","9.4",",X,24,","7491.9","X","689.0",",X","1.8",",,,X","18",",,,X","-4.63",",X","-0.29",",,,X","-8.98",",,,X","360","2,X","11.8","2,X"
"GLW00016504","1956-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","1",",X","0",",X","0",",X","1","","","","-7.2",",X,10,","0",",T,X,31,+","0",",T,X,31,+","0.0",",T,X,31,+","13.9",",X,16,","8014.9","X","523.0",",X","0.0",",T,,X","0",",T,,X","1.46",",X","5.01",",,,X","-2.09",",,,X","225","2,X","17.0","2,X"
"GLW00016504","1956-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","2",",X","0",",X","","","","","-2.8",",X,05,","0",",,X,30,+","0",",T,X,10,+","2.3",",,X,09,","22.2",",X,25,","8319.0","X","304.1",",X","4.3",",,,X","0",",T,,X","8.20",",X","13.15",",,,X","3.24",",,,X","293",",X","12.9",",X"
"GLW00016504","1956-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","12",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3","","","","1.1",",X,25,","0",",,X,31,+","0",",,X,31,+","8.6",",,X,10,","20.6",",X,01,","252.2","X","252.2",",X","22.2",",,,X","0",",,,X","10.20",",X","14.59",",,,X","5.81",",,,X","270",",X","20.0",",X"
"GLW00016504","1956-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","0",",X","0",",X","4","","","","0.0",",X,24,","0",",,X,31,+","0",",T,X,22,+","12.7",",,X,09,","18.3",",X,05,","535.2","X","283.0",",X","23.1",",,,X","0",",T,,X","9.20",",X","14.18",",,,X","4.23",",,,X","68",",X","16.4",",X"
"GLW00016504","1956-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","22",",X","1",",X","0",",X","0",",X","1","","","","-9.4",",X,23,","0",",,X,30,+","0",",,X,30,+","4.3",",,X,06,","17.2",",X,03,","1029.9","X","494.7",",X","12.2",",,,X","0",",,,X","1.84",",X","5.61",",,,X","-1.93",",,,X","248",",X","15.9",",X"
"GLW00016504","1956-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","14",",X","3",",X","0",",X","24",",X","3",",X","4",",X","30",",X","22",",X","0",",X","0",",X","3","","","","-20.6",",X,19,","152",",,X,31,","36",",,X,10,","3.6",",,X,10,","13.9",",X,05,","1768.0","X","738.1",",X","17.8",",,,X","160",",,,X","-5.48",",X","-1.96",",,,X","-9.00",",,,X","293",",X","19.0",",X"
"GLW00016504","1956-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0","2,X","11",",X","0",",X","0",",X","30",",X","0",",X","15","1,X","29","1,X","25","1,X","0","1,X","0","1,X","","","","","-33.3","1,X,23,","152",",,X,11,+","8",",,X,16,+","0.8",",,X,16,+","6.1","1,X,11,","2681.4","X","913.4","1,X","5.0",",,,X","50",",,,X","-14.40","2,X","-9.80","1,,,X","-19.00","1,,,X","270",",X","18.0",",X"
"GLW00016504","1956-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0","2,X","12",",X","0",",X","0",",X","31",",X","0",",X","29","1,X","30","1,X","29","1,X","0","1,X","0","1,X","4","","","","-35.0","1,X,26,","178",",,X,31,+","23",",,X,19,","2.3",",,X,19,","1.1","1,X,31,","3879.7","X","1198.3","1,X","11.9",",,,X","119",",,,X","-23.21","2,X","-19.73","1,,,X","-26.69","1,,,X","320",",X","14.4",",X"
"GLW00016504","1957-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0","2,X","5",",X","0",",X","0",",X","31",",X","0",",X","27","1,X","30","1,X","27","1,X","0","1,X","0","1,X","2","","","","-40.0","1,X,23,","178",",,X,01,","18",",,X,04,","1.8",",,X,04,","5.0","1,X,12,","5063.4","X","1183.7","1,X","4.9",",,,X","49",",,,X","-22.54","2,X","-18.04","1,,,X","-27.04","1,,,X","180",",X","23.1",",X"
"GLW00016504","1957-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","3",",X","0",",X","0",",X","28",",X","0",",X","26",",X","28",",X","26",",X","0",",X","0",",X","2","","","","-35.6",",X,03,","178",",,X,28,+","8",",,X,18,+","0.8",",,X,18,+","1.1",",X,09,+","6189.0","X","1125.6",",X","2.1",",,,X","21",",,,X","-21.87",",X","-18.18",",,,X","-25.55",",,,X","68",",X","15.9",",X"
"GLW00016504","1957-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","4",",X","0",",X","0",",X","31",",X","0",",X","26",",X","31",",X","31",",X","0",",X","0",",X","1","","","","-32.2",",X,28,","178",",,X,31,+","10",",,X,29,+","1.0",",,X,29,+","-3.3",",X,03,","7292.0","X","1103.0",",X","2.6",",,,X","26",",,,X","-17.25",",X","-12.99",",,,X","-21.50",",,,X","203","2,X","11.8","2,X"
"GLW00016504","1957-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","7",",X","2",",X","1",",X","30",",X","2",",X","10",",X","30",",X","26",",X","0",",X","0",",X","6","","","","-22.2",",X,20,+","533",",,X,30,","333",",,X,29,","33.3",",,X,29,","5.6",",X,24,","8122.9","X","830.9",",X","42.0",",,,X","420",",,,X","-9.36",",X","-4.87",",,,X","-13.85",",,,X","225",",X","12.9",",X"
"GLW00016504","1957-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","2",",X","1",",X","0",",X","14",",X","1",",X","1",",X","13",",X","7",",X","0",",X","0",",X","3","","","","-21.7",",X,04,","457",",,X,01,","48",",,X,05,","4.8",",,X,05,","15.0",",X,31,","8620.9","X","498.0",",X","5.8",",,,X","58",",,,X","2.27",",X","7.70",",,,X","-3.17",",,,X","45",",X","15.9",",X"
"GLW00016504","1957-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","1","","","","1.7",",X,01,","0",",,X,30,+","0",",,X,30,+","0.5",",,X,02,","21.7",",X,20,","8829.7","X","208.8",",X","0.5",",,,X","0",",,,X","11.37",",X","16.27",",,,X","6.47",",,,X","90",",X","17.0",",X"
"GLW00016504","1957-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4","","","","3.3",",X,15,","0",",,X,31,+","0",",,X,31,+","3.6",",,X,09,","18.9",",X,20,+","221.8","X","221.8",",X","6.5",",,,X","0",",,,X","11.18",",X","16.13",",,,X","6.23",",,,X","203",",X","10.8",",X"
"GLW00016504","1957-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3","","","","1.1",",X,29,+","0",",,X,31,+","0",",,X,31,+","1.3",",,X,27,","18.9",",X,07,+","493.7","X","271.9",",X","3.2",",,,X","0",",,,X","9.56",",X","14.38",",,,X","4.75",",,,X","","","",""
"GLW00016504","1957-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","0",",X","0",",X","2","","","","-5.0",",X,11,","0",",,X,30,+","0",",T,X,26,+","2.3",",,X,08,","15.6",",X,21,+","866.9","X","373.2",",X","5.5",",,,X","0",",T,,X","5.89",",X","9.33",",,,X","2.46",",,,X","","","",""
"GLW00016504","1957-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","16",",X","5",",X","0",",X","17","2,X","3","1,X","2",",X","27",",X","20",",X","0",",X","0",",X","16","","","","-20.0",",X,25,","229","2,,X,20,+","56","1,,X,17,","7.1",",,X,18,","6.7",",X,02,","1593.0","X","726.1",",X","32.9",",,,X","177","1,,,X","-5.09",",X","-1.78",",,,X","-8.39",",,,X","248",",X","18.0",",X"
"GLW00016504","1957-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","3",",X","2",",X","0",",X","30",",X","2",",X","12",",X","30",",X","22",",X","0",",X","0",",X","3","","","","-22.8",",X,03,","102",",,X,21,+","25",",,X,16,+","2.5",",,X,16,+","5.6",",X,21,+","2447.4","X","854.4",",X","6.8",",,,X","68",",,,X","-10.15",",X","-6.37",",,,X","-13.92",",,,X","315",",X","18.5",",X"
"GLW00016504","1957-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","10",",X","1",",X","0",",X","31",",X","1",",X","22",",X","31",",X","27",",X","0",",X","0",",X","1","","","","-36.7",",X,31,","76",",,X,31,+","28",",,X,13,","2.8",",,X,13,","3.9",",X,03,","3533.0","X","1085.6",",X","7.8",",,,X","78",",,,X","-16.69",",X","-11.86",",,,X","-21.51",",,,X","270",",X","18.5",",X"
"GLW00016504","1958-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","11",",X","0",",X","0",",X","31",",X","0",",X","28",",X","31",",X","31",",X","0",",X","0",",X","2","","","","-37.2",",X,01,","152",",,X,31,+","15",",,X,07,","1.5",",,X,07,","-1.7",",X,04,","4752.5","X","1219.5",",X","8.2",",,,X","82",",,,X","-21.00",",X","-16.54",",,,X","-25.47",",,,X","113",",X","20.0",",X"
"GLW00016504","1958-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","5",",X","1",",X","0",",X","28",",X","1",",X","17",",X","28",",X","26",",X","0",",X","0",",X","","","","","-31.1",",X,03,","178",",,X,20,+","38",",,X,10,","3.8",",,X,10,","3.3",",X,22,+","5686.3","X","933.8",",X","5.9",",,,X","59",",,,X","-15.02",",X","-10.72",",,,X","-19.32",",,,X","113",",X","21.6",",X"
"GLW00016504","1958-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","5",",X","0",",X","0",",X","31",",X","0",",X","23",",X","31",",X","31",",X","0",",X","0",",X","3","","","","-28.9",",X,13,","127",",,X,31,+","15",",,X,29,","1.5",",,X,29,","-3.3",",X,11,+","6762.0","X","1075.7",",X","4.1",",,,X","41",",,,X","-16.37",",X","-12.34",",,,X","-20.39",",,,X","23",",X","8.2",",X"
"GLW00016504","1958-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","4",",X","0",",X","0",",X","20",",X","0",",X","13",",X","30",",X","21",",X","0",",X","0",",X","2","","","","-26.7",",X,01,","127",",,X,05,+","13",",,X,09,","1.3",",,X,09,","8.9",",X,30,","7592.4","X","830.4",",X","3.8",",,,X","38",",,,X","-9.35",",X","-4.30",",,,X","-14.40",",,,X","293",",X","17.5",",X"
"GLW00016504","1958-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","7",",X","1",",X","0",",X","3",",X","1",",X","0",",X","21",",X","0",",X","0",",X","0",",X","4","","","","-4.4",",X,14,","25",",,X,18,+","36",",,X,13,","3.6",",,X,13,","20.0",",X,31,","8009.2","X","416.8",",X","7.2",",,,X","62",",,,X","4.89",",X","9.30",",,,X","0.48",",,,X","225",",X","19.0",",X"
"GLW00016504","1958-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","6",",X","2",",X","0",",X","0",",X","1",",X","0",",X","3",",X","0",",X","0",",X","0",",X","3","","","","-1.1",",X,05,+","0",",T,X,04,+","51",",,X,03,","13.0",",,X,28,","19.4",",X,11,+","8269.2","X","260.0",",X","18.2",",,,X","51",",,,X","9.67",",X","14.57",",,,X","4.76",",,,X","90",",X","15.9",",X"
"GLW00016504","1958-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","5",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","","","","","4.4",",X,01,","0",",,X,31,+","0",",,X,31,+","3.6",",,X,17,","21.1",",X,23,+","189.3","X","189.3",",X","12.0",",,,X","0",",,,X","12.23",",X","17.94",",,,X","6.51",",,,X","23",",X","11.3",",X"
"GLW00016504","1958-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","0",",X","0",",X","2","","","","-0.6",",X,30,","0",",,X,31,+","0",",,X,31,+","2.8",",,X,13,","19.4",",X,06,","476.4","X","287.1",",X","7.6",",,,X","0",",,,X","9.07",",X","14.57",",,,X","3.57",",,,X","90",",X","9.3",",X"
"GLW00016504","1958-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","10",",X","0",",X","0",",X","0",",X","0",",X","0",",X","18",",X","0",",X","0",",X","0",",X","6","","","","-8.3",",X,23,","0",",T,X,30,+","15",",,X,30,+","2.0",",,X,08,","13.9",",X,02,","932.5","X","456.1",",X","10.5",",,,X","30",",,,X","3.13",",X","6.83",",,,X","-0.57",",,,X","338",",X","11.8",",X"
"GLW00016504","1958-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","10",",X","4",",X","0",",X","19",",X","5",",X","4",",X","28",",X","21",",X","0",",X","0",",X","11","","","","-22.8",",X,26,","203",",,X,22,+","104",",,X,17,","10.4",",,X,17,","10.0",",X,08,+","1675.7","X","743.2",",X","38.7",",,,X","455",",,,X","-5.64",",X","-2.20",",,,X","-9.08",",,,X","68",",X","15.9",",X"
"GLW00016504","1958-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0","1,X","5",",X","2",",X","0",",X","30",",X","1",",X","18",",X","30",",X","25","1,X","0","1,X","0","1,X","7","","","","-34.4",",X,20,","229",",,X,22,+","53",",,X,09,","5.3",",,X,09,","6.7","1,X,08,","2681.2","X","1005.5","1,X","10.4",",,,X","82",",,,X","-16.26","1,X","-12.08","1,,,X","-20.45",",,,X","90",",X","17.0",",X"
"GLW00016504","1958-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0","1,X","3",",X","0",",X","0",",X","30","1,X","0",",X","15","1,X","30","1,X","27",",X","0",",X","0",",X","3","","","","-28.3","1,X,31,","178","1,,X,12,+","10",",,X,31,+","1.0",",,X,31,+","2.2",",X,01,","3617.4","X","936.2",",X","2.3",",,,X","23",",,,X","-12.70","1,X","-8.06",",,,X","-17.35","1,,,X","180","1,X","21.1","1,X"
"GLW00016504","1959-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","1",",X","0",",X","0",",X","30","1,X","0","1,X","21",",X","31",",X","25",",X","0",",X","0",",X","2","","","","-30.0",",X,02,","178","1,,X,03,+","0","1,T,X,31,","0.3",",,X,01,","5.0",",X,13,+","4636.2","X","1018.8",",X","0.3",",,,X","0","1,T,,X","-14.53",",X","-10.10",",,,X","-18.96",",,,X","90",",X","22.6",",X"
"GLW00016504","1959-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","8",",X","4",",X","0",",X","28",",X","4",",X","25",",X","28",",X","26",",X","0",",X","0",",X","7","","","","-36.7",",X,18,","279",",,X,23,+","46",",,X,21,+","4.6",",,X,21,+","2.8",",X,06,+","5745.0","X","1108.8",",X","21.0",",,,X","210",",,,X","-21.27",",X","-16.79",",,,X","-25.75",",,,X","68",",X","18.5",",X"
"GLW00016504","1959-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","6",",X","1",",X","0",",X","31",",X","1",",X","31",",X","31",",X","31",",X","0",",X","0",",X","4","","","","-40.0",",X,03,","203",",,X,31,+","30",",,X,22,","3.0",",,X,22,","-12.8",",X,22,","7100.5","X","1355.5",",X","5.1",",,,X","51",",,,X","-25.39",",X","-20.92",",,,X","-29.87",",,,X","45",",X","10.8",",X"
"GLW00016504","1959-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","X","0.0",",X","4",",X","0",",X","0",",X","30",",X","0",",X","8",",X","30",",X","19",",X","0",",X","0",",X","6","","","","-31.1",",X,03,","203",",,X,14,+","10",",,X,09,","1.0",",,X,09,","7.8",",X,28,","7946.1","X","845.6",",X","3.1",",,,X","31",",,,X","-9.86",",X","-4.81",",,,X","-14.90",",,,X","270",",X","15.4",",X"
